Data	NiW2DDCL2
Recipe	ADRIEN
Site Name	
Number of Points	251
Number of Traces	30
X-Resolution	2.000000
Y-Resolution	17.000000
X-Coord	3050.00
Y-Coord	2553.50

Normal	Data
48	   38264.3	   38918.3	   36080.4	   28709.1	     17302	   8258.47	  -4996.38	  -10672.8	  -8440.13	  -5023.51	  -7404.38	  -4211.04	   10468.4	   15430.3	   18728.4	   18833.5	   26679.9	   29202.6	   17034.8	  -10678.7	  -19678.9	  -22085.2	  -25544.4	  -29506.2	  -30291.9	  -34936.2	  -36185.8	    -43543	  -45540.4	  -40229.9
49	   40564.3	   40285.8	   36121.4	     28876	     16794	   7536.74	  -4831.37	  -10083.8	  -7487.26	  -4264.41	   -7139.5	   -5409.4	   7794.82	   12848.5	     16354	   16746.3	     21477	   27267.4	   17490.5	  -8738.87	  -19573.6	  -21943.7	  -25628.6	  -29258.3	  -30388.9	  -36736.8	  -37895.1	  -43898.9	  -45424.1	  -40571.3
50	   42324.9	   41825.4	   36122.8	   28628.1	   16203.9	   6321.97	  -4544.45	  -9798.74	  -6649.38	  -4206.95	  -6574.45	  -6244.83	   4727.59	   11090.8	   13648.9	   15573.2	   17172.2	   23736.9	     18039	  -5880.91	  -19223.2	  -21688.6	  -25624.5	  -29034.9	  -31181.6	  -38052.2	  -39478.8	    -44057	  -45073.4	  -40410.7
51	   43863.5	   43460.6	   36358.8	   27932.2	   15291.9	   5380.41	  -4196.82	  -9803.53	  -5645.86	  -4459.83	  -5969.68	  -6049.38	   1679.96	   9076.58	   10694.5	   14086.6	   15075.7	   20145.2	     18524	  -3265.51	  -18545.2	  -20898.7	  -25159.1	  -28840.6	    -31656	  -39017.6	  -40406.8	  -43910.6	  -44619.7	  -39591.6
52	   45403.8	   44776.5	   36727.6	   26775.6	   13825.3	   5142.81	  -3870.49	  -9473.52	   -3975.8	  -4305.07	  -5697.53	  -5586.77	  -565.314	   6463.59	   7810.07	   12675.4	   15180.2	   19898.2	     18706	  -1242.89	    -17318	  -19807.3	  -24291.9	  -28617.4	  -31314.9	  -39424.4	  -40651.8	  -43589.1	  -44449.6	    -39026
53	   46668.5	   45507.5	   37127.9	   25462.1	     11726	   4532.88	  -3434.04	  -8545.87	  -2449.99	  -3664.35	  -5709.96	  -5413.04	  -2018.53	   3972.72	   5474.52	   11038.4	   16039.4	     21737	   18370.4	   279.144	  -15392.1	  -18778.8	  -23562.9	  -28235.6	  -30807.7	  -39381.9	  -40424.6	  -43393.9	  -44162.5	  -39014.1
54	   47945.2	   45754.9	   37496.2	   24531.2	   9668.99	   3594.78	  -2765.79	  -7295.32	  -1804.62	  -1980.67	   -5546.2	  -5397.45	  -2977.96	   1092.85	   3629.73	   8843.21	   16284.5	   22506.7	   17725.8	   1681.87	  -12814.1	  -16937.7	  -22569.9	  -27617.6	  -30757.4	  -38867.2	  -40002.6	  -43355.2	  -43736.7	  -39521.3
55	   49859.9	   45800.4	   37883.3	   24128.1	   9150.13	   3479.16	  -1757.45	  -6075.03	  -856.065	   427.417	  -5150.76	  -4876.84	  -3407.06	  -1474.62	   1207.78	   6005.51	   15987.2	   22135.2	   17201.2	   3064.94	    -10309	  -14441.9	  -20671.3	  -26664.2	  -31029.3	  -37942.5	  -39381.7	  -42987.2	  -43430.1	  -40198.5
56	   52074.5	   45966.4	   38177.6	   23889.1	   10343.5	    4264.4	  -195.381	  -4763.01	   751.411	   2525.67	  -4331.95	  -3756.22	  -3611.18	  -3096.24	  -1419.81	   3660.82	   15519.9	   21046.4	   16742.5	   4088.03	  -8479.06	  -12279.1	  -18190.8	  -25368.1	  -31151.5	  -37353.1	  -38681.6	  -42316.8	  -42657.8	    -40564
57	   53934.7	   46884.8	   38461.2	   23712.3	   11847.1	   5784.86	   2023.92	  -3325.27	   2243.92	   4193.95	  -2896.96	   -3248.9	  -3686.56	  -3891.36	  -3194.49	   2681.57	   14843.1	   20071.4	   16023.8	   4851.92	  -6979.03	  -10325.3	  -15833.3	  -23152.3	  -31027.3	  -37008.5	  -37999.2	  -41633.3	  -41631.6	  -40475.2
